-5.00E-02
4.80E+01	5.80E+01	2.39E+39	1.35E+35	9.56E+35	2.02E+35	1.14E+31	8.07E+31			
5.80E+01	6.80E+01	1.88E+35	3.35E+31	6.50E+32	1.89E+31	3.37E+27	6.54E+28			
6.80E+01	8.00E+01	3.00E+30	1.09E+27	2.14E+28	3.54E+26	1.29E+23	2.53E+24			
8.00E+01	9.50E+01	4.95E+26	4.82E+26	3.57E+26	6.90E+22	6.73E+22	4.98E+22			
9.50E+01	1.15E+02	8.12E+26	8.08E+26	1.77E+26	1.36E+23	1.35E+23	2.97E+22			
1.15E+02	1.45E+02	1.54E+27	1.52E+27	3.20E+26	3.18E+23	3.15E+23	6.61E+22			
1.45E+02	1.85E+02	3.14E+27	3.10E+27	6.52E+26	8.23E+23	8.13E+23	1.71E+23			
1.85E+02	2.35E+02	6.47E+27	6.36E+27	1.34E+27	2.16E+24	2.12E+24	4.49E+23			
2.35E+02	3.00E+02	1.32E+28	1.29E+28	2.75E+27	5.63E+24	5.50E+24	1.17E+24			
										
0.00E+00										
0.00E+00	1.00E+00	1.87E+54	1.19E+53	7.28E+49	3.00E+47	1.90E+46	1.17E+43			
1.00E+00	2.50E+00	1.53E+55	3.85E+52	1.47E+51	3.86E+49	9.74E+46	3.72E+45			
2.50E+00	4.50E+00	5.97E+55	2.04E+52	9.21E+50	3.20E+50	1.10E+47	4.95E+45			
4.50E+00	7.00E+00	9.86E+55	4.39E+51	3.08E+50	8.86E+50	3.95E+46	2.77E+45			
7.00E+00	1.00E+01	1.10E+56	6.92E+50	7.42E+49	1.47E+51	9.27E+45	9.94E+44			
1.00E+01	1.40E+01	5.32E+55	7.99E+49	1.22E+49	1.01E+51	1.51E+45	2.31E+44			
1.40E+01	1.90E+01	6.72E+54	5.11E+48	1.39E+48	1.76E+50	1.33E+44	3.62E+43			
1.90E+01	2.50E+01	6.83E+52	1.22E+47	9.79E+46	2.38E+48	4.26E+42	3.42E+42			
2.50E+01	3.20E+01	1.89E+50	9.83E+44	1.98E+45	8.56E+45	4.45E+40	8.96E+40			
3.20E+01	4.00E+01	1.75E+47	2.58E+42	1.05E+43	1.00E+43	1.48E+38	5.99E+38			
4.00E+01	4.80E+01	1.44E+44	9.96E+39	2.50E+41	1.01E+40	6.99E+35	1.75E+37			
4.80E+01	5.80E+01	1.70E+40	2.08E+36	5.40E+37	1.44E+36	1.76E+32	4.57E+33			
5.80E+01	6.80E+01	1.93E+36	1.00E+33	9.69E+34	1.94E+32	1.01E+29	9.75E+30			
6.80E+01	8.00E+01	3.64E+31	3.01E+28	3.37E+30	4.30E+27	3.55E+24	3.98E+26			
8.00E+01	9.50E+01	5.63E+26	5.02E+26	6.09E+27	7.86E+22	7.01E+22	8.50E+23			
9.50E+01	1.15E+02	8.13E+26	8.09E+26	2.02E+26	1.36E+23	1.35E+23	3.38E+22			
1.15E+02	1.45E+02	1.54E+27	1.52E+27	3.21E+26	3.18E+23	3.15E+23	6.63E+22			
1.45E+02	1.85E+02	3.14E+27	3.10E+27	6.52E+26	8.23E+23	8.14E+23	1.71E+23			
1.85E+02	2.35E+02	6.47E+27	6.36E+27	1.34E+27	2.16E+24	2.12E+24	4.48E+23			
2.35E+02	3.00E+02	1.33E+28	1.30E+28	2.75E+27	5.64E+24	5.51E+24	1.17E+24			
										
1.00E-03										
0.00E+00	1.00E+00	1.86E+54	1.19E+53	7.81E+49	2.97E+47	1.91E+46	1.25E+43			
1.00E+00	2.50E+00	1.56E+55	3.81E+52	1.46E+51	3.96E+49	9.64E+46	3.70E+45			
2.50E+00	4.50E+00	6.22E+55	2.09E+52	9.14E+50	3.34E+50	1.12E+47	4.91E+45			
4.50E+00	7.00E+00	1.05E+56	4.76E+51	3.06E+50	9.43E+50	4.27E+46	2.75E+45			
7.00E+00	1.00E+01	1.18E+56	7.68E+50	7.44E+49	1.58E+51	1.03E+46	9.97E+44			
1.00E+01	1.40E+01	5.85E+55	9.25E+49	1.25E+49	1.11E+51	1.75E+45	2.37E+44			
1.40E+01	1.90E+01	7.83E+54	6.38E+48	1.49E+48	2.05E+50	1.67E+44	3.90E+43			
1.90E+01	2.50E+01	8.69E+52	1.64E+47	1.23E+47	3.03E+48	5.71E+42	4.31E+42			
2.50E+01	3.20E+01	2.52E+50	1.43E+45	3.21E+45	1.14E+46	6.50E+40	1.45E+41			
3.20E+01	4.00E+01	2.46E+47	4.12E+42	1.96E+43	1.41E+43	2.36E+38	1.12E+39			
4.00E+01	4.80E+01	2.20E+44	1.89E+40	6.74E+41	1.55E+40	1.33E+36	4.73E+37			
4.80E+01	5.80E+01	2.67E+40	4.19E+36	1.62E+38	2.25E+36	3.54E+32	1.37E+34			
5.80E+01	6.80E+01	3.32E+36	2.38E+33	3.72E+35	3.34E+32	2.39E+29	3.75E+31			
6.80E+01	8.00E+01	6.54E+31	7.89E+28	1.46E+31	7.73E+27	9.32E+24	1.72E+27			
8.00E+01	9.50E+01	6.30E+26	5.12E+26	1.48E+28	8.79E+22	7.14E+22	2.07E+24			
9.50E+01	1.15E+02	8.13E+26	8.10E+26	2.20E+26	1.36E+23	1.36E+23	3.68E+22			
1.15E+02	1.45E+02	1.54E+27	1.52E+27	3.21E+26	3.18E+23	3.15E+23	6.64E+22			
1.45E+02	1.85E+02	3.14E+27	3.10E+27	6.52E+26	8.23E+23	8.14E+23	1.71E+23			
1.85E+02	2.35E+02	6.47E+27	6.36E+27	1.34E+27	2.16E+24	2.12E+24	4.48E+23			
2.35E+02	3.00E+02	1.33E+28	1.30E+28	2.75E+27	5.64E+24	5.51E+24	1.17E+24			
										
2.00E-03										
0.00E+00	1.00E+00	1.84E+54	1.20E+53	8.59E+49	2.95E+47	1.92E+46	1.37E+43			
1.00E+00	2.50E+00	1.61E+55	3.76E+52	1.46E+51	4.08E+49	9.53E+46	3.69E+45			
